FEN,Evaluation
r1b1k2r/1pp1pp1p/p5p1/4b3/P1B5/8/RPn2PPP/1NBR2K1 w kq -,-103
4r1k1/1qpb4/p2p2pp/3N4/2Qn4/P5PP/1P3PBK/5R2 b - -,260
rnb2rk1/ppqp1ppp/4p3/3P4/4n3/2P5/P2B1PPP/R2QKBNR w KQ -,-179
r1b1k2r/ppp1nqp1/2n2p1p/3p4/1b1P4/2N2N2/PPPBBPPP/R2QK2R w KQkq -,1
2r2rk1/pp4pp/1q2p3/8/3Qn3/P6P/1P2B1P1/3R1RK1 w - -,3
1r1b1rk1/p4p1p/p5p1/2p5/8/5NPP/PPP2P2/R3K2R w KQ -,38
8/5k2/5p2/7P/4BP1P/8/5K2/8 w - -,501
5rk1/1p3bpp/1pn5/5B2/r2Pp3/P5P1/1B2RP1P/R5K1 b - -,-13
r2qk2r/pb2bppp/1pp2n2/3pP3/Q7/P1NPP3/1P4PP/R1B1KB1R b KQkq -,-69
4rr2/ppq3pk/1n2b3/4N3/3R1P2/2p3Q1/2P1P1B1/3R2K1 w - -,598
Q1bqkb1r/3pp1pp/p3p3/2p1P3/1p6/1P3N2/PBPP1PPP/RN2K2R w KQk -,670
8/3P2k1/2K5/2N2p1p/7P/8/8/3r4 b - -,-111
7R/5k1p/3b4/p1p5/5r2/5P2/8/7K b - -,-633
r2qk2r/1pp1b1pp/p1n2p1n/3p4/3P1P2/P1NQPN2/1P4PP/R1B1K2R b KQkq -,14
B1bk2nr/p1p4p/6p1/4bp2/2p5/6P1/PP2PP1P/RNB1K2R w KQ -,593
4r1k1/pr3pp1/1n1b3p/2pP4/2P3B1/1R2P1P1/P2N3P/4K2R w K -,130
rnbq1rk1/pp4b1/2ppp1pp/5p2/2BP1B2/4P2P/PPPN1PP1/R2Q1RK1 b - -,34
5rk1/R4p1p/6p1/1P1p4/8/4P3/P4PPP/bn4K1 b - -,-476
r1b3k1/pp4qp/3Bp3/4Ppb1/2PRpNp1/1P6/P4PPP/2Q3K1 b - -,58
8/1p6/2b1k3/P6n/3Q4/1P6/2PP3P/6K1 b - -,721
8/8/5k2/2r3p1/5PPp/3K3P/5P2/8 w - -,-412
5k2/8/6p1/P1p2p1p/2N5/7P/P2R1PPK/1b2r3 w - -,214
5rk1/pb2qppp/1p2p3/1B1p4/2pP4/2P1P3/PP3PPP/R4QK1 w - -,-14
rbbq1rk1/1p1n1ppp/5n2/pN1Pp3/1P6/P2P1N2/1B3PPP/R2QKB1R w KQ -,-99
3k4/8/3b4/1Pp5/4PpB1/1P4p1/6P1/5K2 w - -,17
rnbq1rk1/p4pb1/1pp2ppp/8/2BP2P1/4PN1P/PP1N1P2/R2Q1RK1 w - -,5
r4rk1/pp6/1q2pp2/8/3PN2Q/8/PP3PPP/R4bK1 b - -,12
r1bq1rkb/p1p1pp1p/1np3p1/4P3/8/1P3N2/P1P2PPP/RNBQR1K1 b - -,13
r2r2k1/7p/p3p1p1/8/p3P3/1P2q3/P4RPP/R5K1 w - -,-583
r1b2rk1/3n1pp1/p4n1p/1p1p4/3PB3/5NP1/PP1N1PP1/5RK1 w - -,-587
8/5p1k/4p2p/4P3/ppNb2K1/7P/P5P1/8 w - -,-324
b5k1/8/8/7P/p2r1BK1/8/8/8 w - -,-552
2r5/5Rp1/2k4p/4P3/7P/6P1/5P2/7K b - -,419
8/5k2/1pB2P2/p2K3p/P6P/8/1P6/8 w - -,532
5rk1/5ppp/2p5/1p1p1Q2/2nP2P1/2P1P2P/5B2/R5K1 b - -,464
r1bq1rk1/1p1n1ppp/p2b4/8/3P4/P1NQPN2/1P3PPP/R1B2RK1 b - -,291
1rq3k1/5pbp/4p3/1p4Q1/4BN2/PR1p2P1/3n1P2/6K1 w - -,56
r2q1rk1/p2nbppp/4p3/1p1p4/2pPn1P1/4PN2/PPP1BP1P/R1BQ1RK1 w - -,-131
4r3/2p3k1/8/P1PR1p1p/5P2/4r1P1/4P1p1/1R4K1 b - -,50
4R3/8/6k1/4Kp1p/5P1P/5P2/3r4/8 w - -,24
8/6R1/8/2Q2p2/4k2P/2P5/6P1/7K b - -,811
8/5Rpk/2p5/1r5p/8/3PK1P1/P6P/8 b - -,56
3rk2r/pp3pp1/2n2n2/8/3P2b1/3BBN2/PP2KPPb/RN5R w k -,112
3q1rk1/1B3p1p/1p3n1p/8/1p1p1P2/3P2PP/PP2N3/2R1K2R w K -,-117
r1bq1rk1/ppp1bpp1/2np4/3P3p/2B1PB2/8/PPP3PP/RN3RK1 b - -,-780
4k3/R3B3/6pp/1P1r1p2/P1b4P/8/2K5/8 b - -,31
rn3rk1/pp2ppbp/1qp3p1/5b2/Q1BP4/2N1BN1P/PP3PP1/2KR3R b - -,436
br3q2/2Qp1p1k/3p2p1/3P3p/1rP1Pp2/RP3B1P/5PP1/1R4K1 b - -,263
rnbqk2r/p3pp2/2p3pn/1p1pP1Bp/7P/2N5/PPP1QPP1/R3KBNR w KQkq -,434
rnbq1rk1/4b1pp/p1p1pn2/2Np1p2/2pP1B2/P1N1P1P1/1P3PBP/R2Q1RK1 b - -,-87
4k3/1R6/8/p4pPp/8/4P1r1/3K4/8 w - -,-19
2r2rk1/3qpp1p/1R1n1b2/3p1p2/P2P4/4PPP1/3NQ1BP/R5K1 b - -,10
8/8/8/8/1P6/2P4R/3k3r/1K4q1 w - -,-592
8/1p2k3/p1p5/P1Pp1Q2/1P3p1p/4pq1P/8/1B4K1 b - -,-115
3k4/p4p2/1p2p2P/8/8/5PP1/P2rb3/6K1 w - -,-483
3rr1k1/1p2pp2/p2p2p1/P1pP2Pp/R1P1PPb1/1qN3P1/3Q4/5RK1 b - -,5
8/6k1/1n3b1p/3pNp1B/P2P1P2/8/r6P/7K w - -,-332
r1b1k1nr/pp1pppbp/6p1/3P4/4n3/2N2N2/PR1B1PPP/3QKB1R w Kkq -,766
8/8/4k3/p1p5/P7/1P1K4/q1B5/8 b - -,-599
8/7p/6p1/6P1/2pbk3/8/8/2K5 w - -,-702
8/5k2/6p1/3qP3/p7/n7/5P1B/5K2 w - -,-512
r1r3k1/6p1/p1p2n1p/3p1q2/P3p3/2Q4N/2PNPP2/1R2K2R w K -,133
r1b1k2r/1p3ppp/p1p2n2/3pq3/8/2PBP3/PP1N1PPP/R2QK2R w KQkq -,-13
r1bqkb1r/ppp2pp1/2n2n2/4p2p/P2pP3/1P3NNP/R1PP1PP1/2BQKB1R b Kkq -,-86
r1bq1rk1/pp2bpp1/2p2n1p/4p3/4P3/P1N3P1/1PP1BP1P/R1BQ1RK1 w - -,-23
8/6r1/3b1k2/1P2p3/4R3/1P6/4KP2/6r1 w - -,-627
r1b2rk1/pp2pp1p/2n3p1/1Bp5/5P2/1PB1nN2/P1P3PP/3RK2R w K -,-93
6k1/4bpp1/p1r2n1p/2p5/1p2PP2/3P2PP/q2BB1K1/3Q1R2 w - -,-179
1R6/5k1p/6p1/8/p2r1P1P/q1p3P1/2Q4K/8 b - -,-464
1k6/1P5R/2P5/P7/3r3P/8/1K5b/8 w - -,706
8/8/5P2/1B1b4/4k3/3p2b1/3B4/5K2 b - -,7
8/8/8/4p1p1/3k2P1/5P2/6K1/4R3 w - -,675
2r3k1/pp3p1p/4p3/2bp1p2/8/1P2P3/P2Q1PKP/3R1R2 w - -,598
r2q1rk1/1p1n1ppp/2p5/5NP1/3PQ3/B1n3P1/4P2P/R4RK1 w - -,138
r2qkb1r/ppp2pp1/2n1p2p/3p4/Q2P2n1/2P3P1/PP2PPBP/RNB1K2R w KQkq -,82
8/8/3KP3/k6p/6pP/4P1p1/8/8 w - -,105
r1b4r/ppp1bkpp/8/8/8/7P/PPP2PP1/R1BBKR2 b Q -,63
5r2/6k1/3p1pPp/p2P3P/PpR1PKP1/1p6/8/8 b - -,-51
rn2r1k1/1pp3p1/3bp2p/3p4/1P4P1/P3PN1P/1K2BP2/3R3R b - -,-40
r1bqk2r/pp3ppp/4p3/2bpN3/8/2P5/PPQ2P1P/RNB1K2B b Qkq -,-124
3R4/8/2r3p1/p6p/3K2P1/1k6/8/8 w - -,577
2b1kb2/R3pp2/3p4/1q1P3B/2p5/8/3N1PQP/6K1 b - -,382
3r3k/8/8/P3R3/rPR5/6P1/5PK1/8 w - -,597
r1b1r1k1/1p3p2/3Q3p/3P1pp1/p1P2P1q/P7/1bB1N1PP/4RRK1 w - -,8
r6k/5R2/p2P4/1p1nN2p/8/2P5/P5PP/7K w - -,402
r1bk3r/1pp1npbp/p1n1p1p1/8/4N3/P1P1B1P1/1P2NPBP/R4RK1 b - -,-19
3r2k1/1p2qp1p/p1p2npQ/2n1p3/P1N1P3/6PP/1PP2PBK/R7 w - -,-33
5k2/5pp1/p3r2p/2P5/NP4P1/3r1P2/6Q1/6K1 b - -,-460
4brk1/p5pp/1p6/1Pp2p2/R7/P1qP2Q1/2P3PP/6K1 b - -,-525
3r1bk1/1p3ppp/3p1nb1/p1pP4/2P4P/1PN2B2/PB3PP1/R2Q2K1 w - -,738
r2q1k1r/pp1b1pp1/2nbpn2/2p4p/B1P5/4PN2/PB1P1PPP/RN1Q1RK1 w - -,37
r1q3k1/1p3pb1/p4n1p/2Pprbp1/P7/4PPP1/1P1NQ1BP/2R2RK1 b - -,-444
r1b1kb1r/1p3p1p/p1n1pnp1/8/3P1B2/q1NQ3N/P1P2PPP/1R2KB1R w Kkq -,-20
r1bqkb1r/pp3ppp/2n1p3/4Pn2/8/5NP1/PP1P1K1P/R1BQ1B1R b kq -,-1196
rb2k2r/pp3pBp/8/3q4/4p3/1P2P3/P2P1PPP/3RKB1R b Kkq -,-165
6k1/3N2p1/r1p2p1p/p7/4P3/Pn5P/RP3PP1/1N4K1 b - -,241
N4bnr/pp1k1Bp1/2pp3p/8/4PB2/8/PP4PP/n4K1R w - -,-4
8/5k2/2R5/8/Pb6/8/4KPP1/8 w - -,662
3r1rk1/4bp1p/2p1bnp1/2P5/1P2PB2/2NB4/2P3PP/R3K2R w KQ -,265
5R2/6p1/5k1p/5P2/8/2r5/5K2/8 b - -,-33
6k1/5ppp/p1P1p3/8/2R1n3/8/P4bPP/1rB3K1 w - -,-216
r1bqkb1r/4pppp/3p1n2/p2Pn3/1p2PP2/2N3P1/1PP1N1BP/R1BQK2R b KQkq -,72
r2qk1nr/pp3ppp/2Pbp3/8/2p2P2/5P2/PPP1B2P/R1BQ1RK1 b kq -,-119
r1b4r/4kppp/p3p3/1pn5/8/PP3N2/2P2PPP/R1BK3R w - -,76
4rqk1/1p1n3p/p2p1pb1/3Ppp1n/1PP5/2N2P1N/P1B3PP/1K1RR3 b - -,-521
r2qkb1r/p3ppp1/2p4p/5b2/3P2n1/4PNP1/PP1N1PP1/R2QKB1R w KQkq -,249
r4r2/p6k/7p/2pP3q/2QbNB2/6P1/PP4K1/1R3n2 b - -,-414
4K1k1/5p2/4b3/4P1Bp/8/6P1/8/8 b - -,6
2r3r1/1k1P4/1p4p1/p1p1Rp1p/P1P2P1P/1P4P1/4K3/8 b - -,-287
1r3r1k/Npp2ppp/8/3p4/3P4/1PB3P1/P3PP2/2RQ1bK1 b - -,580
r1bq1rk1/1p1p1ppp/p1nBp3/2p5/4P3/P2P1N2/RPP1NPPP/3Q1RK1 b - -,615
1r4k1/p4p1p/1bp1q3/3p1p2/1P1p4/P4QPP/4PPB1/5RK1 b - -,5
rnb1kb1r/ppp2ppp/4p3/4P1B1/2B4P/5N2/PP3PP1/nN1R2K1 b - -,-378
2rq1b1r/pp1kpppp/2np1n2/8/3PP1P1/2NB4/PP2N1PP/R1BQ1RK1 b - -,748
r4r2/p1q4k/1p2B3/3p1p2/6p1/1NP2nPp/P1P2P1P/2KRR3 w - -,-546
r1b2rk1/1p4pp/2p5/3qn3/p7/P4PP1/1PQ2PBP/R4RK1 w - -,-149
2r1k2r/pppbqppp/2np1n2/8/2PN4/3Q2P1/PP2PPBP/R1B2RK1 b k -,70
r1b1k2r/pp1p1ppp/2n1p3/2p5/2P1n2P/P1P1B3/1P3P1P/2KR1BNR w kq -,-126
8/1p1R2k1/6p1/1Pq4p/5p1P/8/6PK/8 b - -,-469
3r1r2/2p3k1/ppB1p1p1/5p1p/3P4/P3P1PP/1P1B1P2/2R3K1 w - -,471
r2qkb1r/pp4pp/2n1pn2/1B1p4/7P/4P3/PP1P1PP1/RNB1K1NR b KQkq -,-499
r1b2rk1/ppq2ppp/2n5/2Pp4/1b6/1QP2NP1/P3PPBP/R1B2RK1 b - -,75
r4rk1/pp2p1b1/3pN1pp/1P4N1/4p1b1/4P1PP/PP1QP3/R4RK1 b - -,619
r1bqkb1r/5ppp/p1np1n2/2p1p3/2P1P3/2N2N1P/PBPPQPP1/2KR3R b kq -,-429
8/8/8/1P6/2P1k2K/7P/8/4q1r1 w - -,-575
8/8/4Pkp1/8/5b2/5B2/6K1/r6n w - -,-339
2r2rk1/1p3q2/p1nbp3/3p3n/1P2PPp1/P7/4N1BP/R1BQ1RK1 b - -,62
r1bqk2r/pp2bppp/3p1n2/4p3/N2pP3/3P2P1/PPP2PBP/1RBQ1RK1 b kq -,-81
r2qk2r/p3ppbp/3p1np1/1PpP2N1/1n2P3/8/PP2BPPP/R1BN1RK1 b kq -,-578
r2q1rk1/ppp2p1p/2np1np1/2b1p2b/2P1P3/P1NP1N1P/1P2BPP1/R1BQ1RK1 w - -,170
4b1k1/6p1/p1N1pp1p/P1R5/3P4/4NPK1/6PP/1r6 b - -,508
rnbq1rk1/ppp1npbp/4p1p1/8/N3P3/5NP1/PPP2PBP/R1BQK1R1 b Q -,-76
r4rk1/p1qb1pp1/2p5/2p4p/4Q3/P4N2/1PP2PPP/R3R1K1 w - -,121
r3k2r/pp1bppb1/2n3p1/2p3Np/7P/1PP5/P1PB1PP1/R1K2B1R b kq -,-10
r1b1kb1r/4pppp/p1n2n2/1p1p4/3P1B2/6P1/PP1QPPBP/RN2K2R b KQkq -,600
1r4k1/6pP/2p5/2n5/7P/2rB1P2/P5P1/K2R3R b - -,115
r1bq1b2/p1p1kp1p/2ppppr1/8/2P5/2N1P3/PP3PPP/R2QKBNR w KQ -,380
r2q1rk1/pb1nb1pp/1p1pp3/2p5/2P1PBn1/2NB1N2/PP3PPP/R2Q1RK1 w - -,13
r1b1k2r/1p1n1Npp/p2bpn2/3p4/3P1B2/2q5/P1P1BPPP/R2Q1RK1 b kq -,-342
8/1k1N4/6p1/6r1/r7/3R3K/8/8 b - -,-357
8/p5pp/3P4/7k/5P2/8/2K5/8 w - -,311
2r2rk1/pq3p2/1p2p2p/nb1pP1p1/2pP3B/P1P4P/1PB2PP1/R2QR1K1 w - -,221
6k1/4bp2/4p2K/3pP3/3P4/3RP1B1/1r6/8 b - -,-87
r2qk2r/p1pp1ppp/1pn1p3/2b1Pn2/1PP5/P1NP1B2/5PPP/1RBQ1RK1 b kq -,63
8/p6p/1p5n/1PpR4/P4r1k/2N5/1P6/5K2 w - -,-84
2r3qk/5rpn/3QP1p1/4p2p/p3P3/2N2P2/PP4P1/2R4K b - -,-345
8/3k2p1/1pp2p1p/2pprP1P/p2n2P1/P1R5/1P3K2/3R4 w - -,-423
rn2k1r1/ppp2p2/5qpB/3p4/3P4/2P1PN2/P1P2PPP/R3K2R b KQq -,-462
4K3/3R3P/4p3/4k3/2n5/4P3/5r2/3B4 b - -,176
1r4k1/r1q1bppp/p1b5/3N4/4BP2/4B3/1PP2QPP/R4RK1 b - -,444
3r2k1/1pp2pp1/2q1p2p/P3P3/2P1p3/P3P1P1/2Q2PP1/5RK1 b - -,9
1r3rk1/Q1pp2p1/p1b1p2p/4P3/1pP3Pq/P1N5/5PP1/R4RK1 w - -,-301
r1b2rk1/pp2qpp1/3p1n1p/2p1p3/2PnP3/3P3P/PP1B1PP1/1R1QKBNR w K -,-53
r3k2r/p1p2ppp/2n5/1p1qp3/1b4P1/3P1N2/PPP2PP1/RNBQR1K1 w kq -,520
4k3/2p2p2/1pp5/4Pn2/4N1P1/1R3K1P/P1P5/2b5 b - -,323
8/5kpp/1P6/4p2P/8/4PPK1/6P1/2r5 b - -,-438
4n3/1P6/8/5k2/2N1pb1p/2P5/8/4K3 w - -,103
r2r2k1/1bpnqpp1/7p/1p2p3/p3P3/P1PQBN1P/1P3PP1/1R3RK1 b - -,-96
rn2k2r/pp2bppp/3p1n2/5b2/3P1B2/5N2/PPP1B1PP/R2Q1RK1 b kq -,732
8/2k2p2/4p1p1/1r5p/6nP/3K2P1/4BP2/8 w - -,-503
3k4/1p1b4/3p3b/Pp1Pp1p1/1P1pP1Pp/3P3P/2KB2B1/8 w - -,2
r2q1rk1/1pp1pp1p/2n3p1/p7/6P1/1PP1PN2/P3BPP1/B4RK1 b - -,-525
r1b1k2r/1p1ppp1p/5npb/p1q5/1nP1P3/2N2P2/PP4PP/RQ2KBNR w KQkq -,-618
r4rk1/1p2q1b1/p1p3p1/P1Pp1B1p/1P3p1P/4PPP1/2Q5/R4RK1 w - -,-206
6k1/pp3ppp/8/3r4/1P1P4/P7/5KPP/3R4 b - -,2
8/6k1/8/5p2/5K1P/3r2P1/r7/8 w - -,-337
8/8/8/5p2/5k2/6p1/4Kn2/5Nq1 b - -,-737
2b5/1p1r1pkp/6p1/1p6/2P1p3/PR2P3/4BPPP/5RK1 b - -,486
8/3k4/7K/1p2Q3/6P1/2n2r2/8/8 w - -,291
2r3k1/5ppp/pr1b4/3N4/8/PP2PN2/2P2PPP/R4nK1 b - -,-46
8/4P3/8/2Pp1k2/3P4/1R6/2K5/8 b - -,748
8/5pk1/4p1p1/p3P2p/1p3P2/8/5K1P/1R6 b - -,305
r3k1nr/1pp2p1p/p1n1p3/3q2p1/Pb1P4/3QPN2/1P3PPP/RNB2RK1 w kq -,69
r2qkb1r/2pb1p1p/2p1pp2/1p6/8/1P2PN2/P2P1PPP/RNQ1K2R w KQkq -,-46
8/8/2k1pPQ1/7p/2p5/7q/7B/5K2 w - -,219
4k3/8/4p3/4P3/p5P1/8/2q5/6K1 w - -,-530
r1bq1rk1/ppp3b1/2np2pp/4pp2/2P1P3/2N2N1P/PP2BPP1/1RBQK2R w K -,273
r1br2k1/ppp2ppp/2n5/8/2n5/2P5/P2BPPPP/R3KBNR w KQ -,-145
r2q1rk1/1Qp1bpp1/2n1b2p/p2np3/8/2PP1N1P/PP1NBPP1/R1B2RK1 b - -,-55
5k2/8/5P1P/3p1Q2/p2P1p2/P1P2P2/6K1/8 b - -,683
r5k1/pp3p1p/2pbr3/8/1P1R4/2N5/1P3PPP/2R3K1 b - -,-60
8/8/P2KP2p/4P1p1/6P1/3k3P/8/b7 b - -,534
7k/6p1/4q2p/p7/Pp1PN3/5PP1/5K2/8 b - -,-622
rnq2rk1/4p3/p1p3p1/4Pp2/2BP1Q2/7P/PBN5/R5K1 b - -,491
1r5r/1Pbbk3/2p3p1/2Pp1p1p/P7/1R2PN1P/4B1P1/R5K1 w - -,273
r2q3k/ppp2pp1/4p2p/4Pb1P/5B2/1P2P3/P3P1P1/4KB1R b - -,-528
3R4/8/2P5/2kB4/5Q1p/8/2n1K2P/8 b - -,710
6kn/1ppnb1p1/4b2p/1PPp1p2/3Pp3/2N1P2P/3N1PP1/4KB1R w K -,307
r1bq1rk1/ppp2pb1/2p2np1/6p1/2PN4/P1N3P1/1P2PP1P/R2QK2R w KQ -,-656
8/8/1p6/p4p1p/1k5P/5pP1/2K5/8 b - -,-493
r4r2/1b1n1p1k/p6p/1pppq3/5P1P/P1P3P1/1P1QN1B1/R4RK1 b - -,114
rnb2rk1/pppp1p1p/3b1p2/8/P1P5/4P1P1/1P3P1P/R1B1KBNR b KQ -,11
8/4R3/8/7p/1p5P/6P1/5K2/3k4 b - -,513
6R1/1p6/p3pkBR/6r1/6p1/rnP3P1/5PK1/8 b - -,-1
1k2Q3/8/5R2/5NKN/1r4p1/8/7r/8 b - -,879
8/8/1p2p2k/pP1p1p2/Pb1P1P2/4P1B1/4K3/8 w - -,-14
3r1rk1/2pq4/1p1n1pbp/p1pPp3/P1P1P3/2PB1PPP/6K1/1R1Q1R2 b - -,-372
rn3rk1/p1p2ppp/1p2pn2/8/P2q1PP1/2NP4/1PP3KP/R1BQ1R2 b - -,0
r1bq1rk1/pp1pbppp/2n1p3/8/2PPN3/P3PN2/1P3PPP/R1BQKB1R b KQ -,547
r3kb1r/pp1n1pp1/2p1pq1p/1B1p1b2/7N/1P2P3/P1PP1PPP/RN1Q1RK1 w kq -,-257
8/6k1/1q5p/5pp1/1bQ5/7P/6P1/1K6 w - -,-476
8/4k3/1p4p1/p1p1p1P1/2P1P2P/1P5R/5K2/8 b - -,399
4k3/8/2N1p3/3p4/r2P4/5K2/8/8 b - -,-381
8/5K2/5P2/4k3/P6P/8/3b4/1B6 b - -,564
r1bqk2r/pp2ppbp/2np1np1/2p5/2P5/1N1P1N2/PP2PPPP/1RBQKB1R b Kkq -,-92
r4r1k/2p3pp/1p1p1q2/2n2B2/p2N4/4PQ2/PP3PPP/2R2K2 w - -,-251
rn1q1rk1/p3b1pp/1p1pbn2/5p2/2P5/2N2N1P/PP2PPP1/R2QKBR1 w Q -,-354
r1bq1rk1/pp2bp1p/2n1pp2/3p4/5P2/5NP1/PPQ3BP/RNB2RK1 w - -,190
2r2rk1/1p1q2p1/p2pp1bp/P2p1p1n/3P4/2PQP2P/1P1N1PPN/R4RK1 b - -,-34
rnbq1rk1/1p1p2bp/6p1/p1pp1pB1/8/1PN2NP1/P1P1PPBP/R4RK1 b - -,-443
r4rk1/ppB1ppb1/2p1bnp1/7p/2NP4/3BPN1P/PPQ2PP1/R4RK1 b - -,943
6n1/8/3p1k2/4p2p/B1n1Pp1P/5P2/2K5/4B3 w - -,-25
8/8/3r1p2/5k2/R6P/4P1K1/5P2/8 w - -,402
rnbqkb1r/ppp4p/8/3P1p1N/2B1p3/8/PP1B1PPP/R3K2R b KQkq -,-721
3rk2r/pp1nppbp/5np1/3p4/1P1P2P1/2P4P/P3PP2/RN2KBNR b KQk -,18
r1bqk2r/3p1ppp/p3p2n/1p6/4PP2/P1N1b3/1PP1B1PP/R4RK1 w kq -,-893
rn1qkb1r/pp1b1p2/2pp1npp/8/3QPP2/2N5/PPP1B1PP/R1B1K1NR w KQkq -,95
r4rk1/p2p1ppp/P2bp3/8/1p3P2/4Q1P1/1Pq1B1KP/R4R2 w - -,-127
5k2/8/6R1/p6p/1p1r3P/5P2/8/5K2 w - -,-340
r1b1r1k1/pp3ppp/5n2/2q3N1/2p2P2/4p3/PPP3PP/R2QR2K w - -,-605
r3k2r/pp1bppbp/5np1/q2p4/Nn1P1B2/4PN2/PP3PPP/2R1KB1R w Kkq -,-684
r1bqk2r/pp1pnp1p/3bp1p1/2p5/2P1P1n1/1PN2N2/PB1PBPPP/R2QK2R w KQkq -,165
8/8/7p/p7/P1QK2q1/7k/8/8 w - -,-332
1r2r1k1/4q3/4p1Q1/3p4/pP1P4/1b4P1/2p2PBP/R3R1K1 b - -,0
4Q3/6k1/5p2/7P/5b2/7P/2r2PK1/8 w - -,552
r1bq1rk1/pp1n1ppp/2pb1n2/3p4/8/1NPP1NpP/PP2P1B1/R1BQ1RK1 w - -,-320
r3k2r/pp1bppb1/2n3p1/4P2p/2BP3P/q1N1B1P1/3Q1P2/2R2RK1 b kq -,161
8/2p5/8/p6p/P1n1k2P/8/5N2/4K3 b - -,-279
2k5/8/Pp3P2/2p1p1P1/2P4P/4K3/8/1q6 b - -,-349
8/6k1/7p/2QP4/P1P5/6PK/2r5/8 b - -,660
2krbb1r/ppp1qp1p/6p1/3Pp3/4Q2P/P3P3/1P1P1PP1/R1B1KB1R b KQ -,0
q4rk1/1p4pp/p2p4/2p2b2/2P2R2/3P4/PP2Q1PP/2R3K1 w - -,370
8/4kp2/2p5/5B2/P4P1p/4RK1P/1r6/8 b - -,453
3r1r2/1b2bppk/p2ppn1p/1P2n3/4P3/PPB3PP/2QNBP2/3R1RK1 b - -,701
r1bqkbnr/p1p3pp/1p2pp2/8/1P1P4/5Q2/PP1N1PPP/R1B1KB1R b KQkq -,52
r1bq1rk1/pp2bppp/3p4/2pPp3/4P3/3P1P1P/PP1BBP2/2RQK2R b K -,-84
8/5p1k/8/p1pP3p/5b1B/P7/3K1P2/8 w - -,-59
3r4/5ppk/8/P1Bb4/1P3n2/2K4P/3R1N2/8 b - -,288
r4rk1/1p3pp1/2p3p1/P2pP3/3n4/5P1P/P2B2P1/2R2RK1 w - -,-76
r3kb1r/1bqp1ppp/ppn1p3/5P2/2PpP3/3P4/PP1BQ1PP/R3KB1R b KQkq -,-489
r2q1rk1/pp2bppp/2pp1n2/8/4P1n1/P1N5/1PP2PPP/R1BQNRK1 w - -,33
8/8/P1Q5/2P3q1/6pk/8/2K5/8 b - -,10
r1bqkb1r/pp1p1p1p/2n1p1p1/3n4/3P4/1PP2N2/P3BPPP/RNBQK2R w KQkq -,48
r2qkb1r/pppb1ppp/4p3/1B2P3/8/2N1P3/PPP3PP/R2QK2R b KQkq -,-148
r3kb1r/pbNn1pp1/1p2pq1p/8/3Pp3/5P2/PPP1B1PP/R2QK1NR b KQkq -,101
3qk1nr/3pbppp/p3p3/1p2N3/4b3/8/PP2BPPP/2BQ1RK1 w k -,-125
8/pR2k1p1/4b2p/P1r1p3/4p3/2N5/1PP2KPP/8 b - -,175
r1bqkb1r/pp2pppp/2n2n2/2p5/7P/1P1PPNP1/PBP3B1/RN1QK2R b KQkq -,-18
8/8/3Pk3/5pp1/8/5PPn/8/7K w - -,-244
r3kb1r/1p1b1pp1/p3p2p/3p4/2pP2B1/2N1P1B1/PqP2PPP/R2Q1RK1 w kq -,242
8/6P1/2P5/k3K2B/p7/P2Q4/b7/8 w - -,1011
8/P6k/6p1/5p2/1KN4p/1P6/8/Q7 b - -,1258
3rn1k1/pp4q1/2p3p1/5n1p/3P2N1/7P/PP1Q1PP1/3R2K1 w - -,-439
r3r1k1/p1qb1p2/Pp3npb/1P1p1n1p/1BpPp1P1/2N1P2P/2PNBP2/R3QRK1 b - -,-153
2kr4/1pp2p1p/p4p2/2b2b2/2Pn4/1P4P1/P2PpPBP/4NRKR w - -,-558
2rk3r/ppp2pbp/2n5/4pp2/2P5/1PB5/P3PPPP/R3KB1R w KQ -,81
2rr2k1/1p2qpp1/pQ1pb2p/4p3/2PnP3/3BNP2/PP4PP/3R1R1K w - -,-19
rnbk1r2/p1pp1pp1/1p2p2p/8/1b1PP3/2N2N2/PPP1QPPP/R3KB1R w KQ -,756
3q1rk1/B4pbp/1p1p2p1/8/1Pr2P1P/P5Q1/6P1/4RR1K w - -,-180
8/3k2p1/5p1p/5P2/1K1Nn2P/2p3P1/P4P2/8 b - -,184
r1bqkb2/p1p2pp1/2p1p3/4P3/3P4/5Np1/PPP5/RNB1K2B w Qq -,-434
2Rbk2r/1p5p/4p3/1N1pN1p1/P3n3/4P1P1/5P1P/6K1 b k -,125
8/8/4k3/8/3r1pp1/6P1/2R2KP1/8 w - -,1
r1bqkb1r/1p2pppp/p2p4/3p2B1/P1n1P1n1/2N5/1P3PPP/R2QKBNR w KQkq -,-52
rnbqkb1r/pp3ppp/4p3/3p4/3P1B1P/2P5/P3PPP1/2RQKBNR b Kkq -,6
8/2k5/7K/8/P1Q4p/P3P2P/2p3B1/8 b - -,747
8/3b1p1p/6pP/8/4k2P/8/3BK3/1r6 w - -,-556
8/5pkp/8/8/8/7P/3K1PP1/3N4 b - -,546
8/1kp3R1/1p6/p3p2p/P6P/2P3P1/1P3PK1/3r4 b - -,239
r5k1/pp2Qppp/8/1N6/4n3/3K4/PP2B1PP/7R b - -,551
rnbq1rk1/1p2bp2/p2p1n1p/2pP2p1/8/2N2N2/PPPBBPPP/R2QR1K1 b - -,111
8/6p1/2n1k3/1N2p3/6K1/1P6/4P3/8 b - -,13
